PRODUCT,NPI,DESCRIPTION,PRIORITY
ARANESP,1801818661,340B SETTING,2
ARANESP,1801818752,340B SETTING,2
ENBREL,1801818752,340B SETTING,2
MVASI,1801818752,340B SETTING,2
NEUPOGEN,1801818752,340B SETTING,2
RIABNI,1801818752,340B SETTING,2
TEZSPIRE,1801818752,340B SETTING,2
PROLIA,1801824446,340B SETTING,2
MVASI,1801827639,340B SETTING,2
TEZSPIRE,1801827639,340B SETTING,2
ARANESP,1801829072,340B SETTING,2
NEULASTA,1801829072,340B SETTING,2
PROLIA,1801830583,340B SETTING,2
KANJINTI,1801835731,340B SETTING,2
PROLIA,1801835731,340B SETTING,2
RIABNI,1801835731,340B SETTING,2
TEZSPIRE,1801835731,340B SETTING,2
NEULASTA,1801835970,340B SETTING,2
PROLIA,1801835970,340B SETTING,2
ARANESP,1801851795,340B SETTING,2
NEULASTA,1801856786,340B SETTING,2
ARANESP,1801857172,340B SETTING,2
ARANESP,1801874227,340B SETTING,2
AVSOLA,1801883020,340B SETTING,2
ARANESP,1801887013,340B SETTING,2
KANJINTI,1801887013,340B SETTING,2
RIABNI,1801887013,340B SETTING,2
TEZSPIRE,1801887401,340B SETTING,2
AVSOLA,1801891080,340B SETTING,2
ENBREL,1801891080,340B SETTING,2
KANJINTI,1801891080,340B SETTING,2
NEUPOGEN,1801891080,340B SETTING,2
PROLIA,1801891080,340B SETTING,2
ARANESP,1801891809,340B SETTING,2
TEZSPIRE,1801891809,340B SETTING,2
PROLIA,1801893706,340B SETTING,2
EPOGEN,1801895081,340B SETTING,2
KANJINTI,1801895081,340B SETTING,2
RIABNI,1801895081,340B SETTING,2
ARANESP,1801895263,340B SETTING,2
NEULASTA,1801895263,340B SETTING,2
PROLIA,1801895263,340B SETTING,2
AVSOLA,1801907290,340B SETTING,2
TEZSPIRE,1801909171,340B SETTING,2
PROLIA,1801910989,340B SETTING,2
MVASI,1801919998,340B SETTING,2
PROLIA,1801919998,340B SETTING,2
TEZSPIRE,1801919998,340B SETTING,2
PROLIA,1801928593,340B SETTING,2
ARANESP,1801935168,340B SETTING,2
AVSOLA,1801935168,340B SETTING,2
TEZSPIRE,1801935168,340B SETTING,2
ARANESP,1801940655,340B SETTING,2
PROLIA,1801940655,340B SETTING,2
TEZSPIRE,1801940655,340B SETTING,2
ARANESP,1801941141,340B SETTING,2
PROLIA,1801944517,340B SETTING,2
PROLIA,1801948880,340B SETTING,2
ARANESP,1801953377,340B SETTING,2
MVASI,1801953377,340B SETTING,2
ARANESP,1801959127,340B SETTING,2
ARANESP,1801961347,340B SETTING,2
KANJINTI,1801965082,340B SETTING,2
MVASI,1801965082,340B SETTING,2
TEZSPIRE,1801965082,340B SETTING,2
PROLIA,1801977103,340B SETTING,2
TEZSPIRE,1801978762,340B SETTING,2
NEULASTA,1801983309,340B SETTING,2
PROLIA,1801983309,340B SETTING,2
NEUPOGEN,1801990213,340B SETTING,2
PROLIA,1801990213,340B SETTING,2
ARANESP,1801994744,340B SETTING,2
MVASI,1801994744,340B SETTING,2
MVASI,1801995519,340B SETTING,2
PROLIA,1801995519,340B SETTING,2
ENBREL,1801996913,340B SETTING,2
MVASI,1801999495,340B SETTING,2
NEULASTA,1801999495,340B SETTING,2
TEZSPIRE,1801999495,340B SETTING,2
MVASI,1811000748,340B SETTING,2
ARANESP,1811000920,340B SETTING,2
MVASI,1811000920,340B SETTING,2
KANJINTI,1811002710,340B SETTING,2
NEULASTA,1811002710,340B SETTING,2
AVSOLA,1811005150,340B SETTING,2
NEUPOGEN,1811005150,340B SETTING,2
TEZSPIRE,1811005150,340B SETTING,2
ARANESP,1811026891,340B SETTING,2
MVASI,1811026891,340B SETTING,2
KANJINTI,1811039704,340B SETTING,2
ARANESP,1811042252,340B SETTING,2
AVSOLA,1811042252,340B SETTING,2
EPOGEN,1811042252,340B SETTING,2
TEZSPIRE,1811042252,340B SETTING,2
ARANESP,1811046659,340B SETTING,2
AVSOLA,1811046659,340B SETTING,2
KANJINTI,1811046659,340B SETTING,2
PROLIA,1811046659,340B SETTING,2
ARANESP,1811047434,340B SETTING,2
PROLIA,1811047434,340B SETTING,2
RIABNI,1811047434,340B SETTING,2
ARANESP,1811054869,340B SETTING,2
ARANESP,1811064603,340B SETTING,2
AVSOLA,1811071285,340B SETTING,2
KANJINTI,1811071285,340B SETTING,2
MVASI,1811071285,340B SETTING,2
RIABNI,1811071285,340B SETTING,2
ENBREL,1811072317,340B SETTING,2
NEULASTA,1811072317,340B SETTING,2
AVSOLA,1811077175,340B SETTING,2
KANJINTI,1811077175,340B SETTING,2
MVASI,1811077175,340B SETTING,2
NEULASTA,1811077175,340B SETTING,2
TEZSPIRE,1811077175,340B SETTING,2
ARANESP,1811084718,340B SETTING,2
PROLIA,1811086788,340B SETTING,2
ARANESP,1811091473,340B SETTING,2
ARANESP,1811102742,340B SETTING,2
AVSOLA,1811102742,340B SETTING,2
EPOGEN,1811102742,340B SETTING,2
KANJINTI,1811102742,340B SETTING,2
MVASI,1811102742,340B SETTING,2
NEUPOGEN,1811102742,340B SETTING,2
MVASI,1811121130,340B SETTING,2
RIABNI,1811121130,340B SETTING,2
KANJINTI,1811124985,340B SETTING,2
NEULASTA,1811124985,340B SETTING,2
TEZSPIRE,1811138589,340B SETTING,2
MVASI,1811147903,340B SETTING,2
PROLIA,1811147903,340B SETTING,2
RIABNI,1811147903,340B SETTING,2
ENBREL,1811148455,340B SETTING,2
EPOGEN,1811148455,340B SETTING,2
MVASI,1811148455,340B SETTING,2
TEZSPIRE,1811148455,340B SETTING,2
ARANESP,1811152192,340B SETTING,2
NEULASTA,1811154388,340B SETTING,2
TEZSPIRE,1811154388,340B SETTING,2
AVSOLA,1811154628,340B SETTING,2
ENBREL,1811154628,340B SETTING,2
PROLIA,1811157258,340B SETTING,2
AVSOLA,1811158066,340B SETTING,2
NEUPOGEN,1811165533,340B SETTING,2
RIABNI,1811165533,340B SETTING,2
TEZSPIRE,1811165533,340B SETTING,2
ARANESP,1811166390,340B SETTING,2
KANJINTI,1811166390,340B SETTING,2
PROLIA,1811166390,340B SETTING,2
TEZSPIRE,1811166390,340B SETTING,2
ENBREL,1811174899,340B SETTING,2
NEULASTA,1811174899,340B SETTING,2
RIABNI,1811174899,340B SETTING,2
ARANESP,1811207079,340B SETTING,2
ARANESP,1811215742,340B SETTING,2
MVASI,1811215742,340B SETTING,2
NEULASTA,1811215742,340B SETTING,2
NEUPOGEN,1811215742,340B SETTING,2
PROLIA,1811217482,340B SETTING,2
MVASI,1811232218,340B SETTING,2
ARANESP,1811240039,340B SETTING,2
NEULASTA,1811240039,340B SETTING,2
PROLIA,1811240039,340B SETTING,2
TEZSPIRE,1811240039,340B SETTING,2
PROLIA,1811240336,340B SETTING,2
PROLIA,1811244411,340B SETTING,2
PROLIA,1811252687,340B SETTING,2
TEZSPIRE,1811252687,340B SETTING,2
KANJINTI,1811254865,340B SETTING,2
ARANESP,1811256126,340B SETTING,2
KANJINTI,1811278393,340B SETTING,2
PROLIA,1811278393,340B SETTING,2
ARANESP,1811282502,340B SETTING,2
AVSOLA,1811282502,340B SETTING,2
NEUPOGEN,1811282502,340B SETTING,2
PROLIA,1811282502,340B SETTING,2
NEULASTA,1811284631,340B SETTING,2
ENBREL,1811293301,340B SETTING,2
KANJINTI,1811293301,340B SETTING,2
MVASI,1811293301,340B SETTING,2
NEULASTA,1811293301,340B SETTING,2
ARANESP,1811299290,340B SETTING,2
KANJINTI,1811299290,340B SETTING,2
MVASI,1811299290,340B SETTING,2
NEULASTA,1811299290,340B SETTING,2
MVASI,1811329345,340B SETTING,2
PROLIA,1811329345,340B SETTING,2
KANJINTI,1811369408,340B SETTING,2
MVASI,1811369408,340B SETTING,2
NEULASTA,1811369408,340B SETTING,2
PROLIA,1811369408,340B SETTING,2
NEULASTA,1811386246,340B SETTING,2
ARANESP,1811388598,340B SETTING,2
AVSOLA,1811388598,340B SETTING,2
KANJINTI,1811388598,340B SETTING,2
TEZSPIRE,1811388598,340B SETTING,2
PROLIA,1811434772,340B SETTING,2
NEULASTA,1811435464,340B SETTING,2
PROLIA,1811435464,340B SETTING,2
KANJINTI,1811450786,340B SETTING,2
PROLIA,1811450786,340B SETTING,2
EPOGEN,1811475379,340B SETTING,2
MVASI,1811486616,340B SETTING,2
NEULASTA,1811486616,340B SETTING,2
TEZSPIRE,1811486616,340B SETTING,2
ARANESP,1811500341,340B SETTING,2
KANJINTI,1811500341,340B SETTING,2
PROLIA,1811500341,340B SETTING,2
AVSOLA,1811516263,340B SETTING,2
MVASI,1811516263,340B SETTING,2
MVASI,1811531213,340B SETTING,2
ARANESP,1811571417,340B SETTING,2
NEUPOGEN,1811600307,340B SETTING,2
PROLIA,1811600307,340B SETTING,2
ARANESP,1811620057,340B SETTING,2
KANJINTI,1811620057,340B SETTING,2
PROLIA,1811620057,340B SETTING,2
TEZSPIRE,1811620057,340B SETTING,2
PROLIA,1811629546,340B SETTING,2
PROLIA,1811630981,340B SETTING,2
PROLIA,1811662372,340B SETTING,2
TEZSPIRE,1811662372,340B SETTING,2
PROLIA,1811901531,340B SETTING,2
MVASI,1811901556,340B SETTING,2
NEUPOGEN,1811901556,340B SETTING,2
PROLIA,1811907124,340B SETTING,2
ARANESP,1811912405,340B SETTING,2
PROLIA,1811912405,340B SETTING,2
EPOGEN,1811917222,340B SETTING,2
MVASI,1811917222,340B SETTING,2
ARANESP,1811919566,340B SETTING,2
NEULASTA,1811920101,340B SETTING,2
PROLIA,1811920101,340B SETTING,2
NEULASTA,1811921968,340B SETTING,2
PROLIA,1811921968,340B SETTING,2
EPOGEN,1811922974,340B SETTING,2
TEZSPIRE,1811922974,340B SETTING,2
ARANESP,1811923402,340B SETTING,2
NEULASTA,1811923402,340B SETTING,2
TEZSPIRE,1811923402,340B SETTING,2
AVSOLA,1811923493,340B SETTING,2
PROLIA,1811923493,340B SETTING,2
ARANESP,1811927502,340B SETTING,2
NEULASTA,1811927502,340B SETTING,2
ARANESP,1811928641,340B SETTING,2
ENBREL,1811928641,340B SETTING,2
RIABNI,1811928641,340B SETTING,2
TEZSPIRE,1811928641,340B SETTING,2
PROLIA,1811929060,340B SETTING,2
KANJINTI,1811934524,340B SETTING,2
NEULASTA,1811935869,340B SETTING,2
AVSOLA,1811936727,340B SETTING,2
ENBREL,1811936727,340B SETTING,2
MVASI,1811936727,340B SETTING,2
NEULASTA,1811936727,340B SETTING,2
NEUPOGEN,1811936727,340B SETTING,2
KANJINTI,1811937519,340B SETTING,2
MVASI,1811937519,340B SETTING,2
NEULASTA,1811941511,340B SETTING,2
PROLIA,1811941511,340B SETTING,2
ARANESP,1811944390,340B SETTING,2
KANJINTI,1811944390,340B SETTING,2
MVASI,1811944390,340B SETTING,2
TEZSPIRE,1811944390,340B SETTING,2
MVASI,1811944705,340B SETTING,2
NEULASTA,1811946734,340B SETTING,2
ARANESP,1811946825,340B SETTING,2
KANJINTI,1811946825,340B SETTING,2
MVASI,1811946825,340B SETTING,2
NEUPOGEN,1811946825,340B SETTING,2
PROLIA,1811946825,340B SETTING,2
ARANESP,1811955230,340B SETTING,2
AVSOLA,1811955230,340B SETTING,2
ENBREL,1811955230,340B SETTING,2
NEULASTA,1811955230,340B SETTING,2
NEUPOGEN,1811955230,340B SETTING,2
ARANESP,1811960867,340B SETTING,2
PROLIA,1811960867,340B SETTING,2
ARANESP,1811977945,340B SETTING,2
MVASI,1811977945,340B SETTING,2
PROLIA,1811977945,340B SETTING,2
ARANESP,1811978463,340B SETTING,2
AVSOLA,1811983752,340B SETTING,2
EPOGEN,1811983752,340B SETTING,2
NEUPOGEN,1811983752,340B SETTING,2
RIABNI,1811983752,340B SETTING,2
KANJINTI,1811991227,340B SETTING,2
PROLIA,1811991227,340B SETTING,2
ARANESP,1811994197,340B SETTING,2
PROLIA,1811994197,340B SETTING,2
TEZSPIRE,1811994197,340B SETTING,2
ARANESP,1811996820,340B SETTING,2
PROLIA,1811996820,340B SETTING,2
MVASI,1821007881,340B SETTING,2
NEUPOGEN,1821007881,340B SETTING,2
ENBREL,1821010315,340B SETTING,2
MVASI,1821010315,340B SETTING,2
PROLIA,1821010315,340B SETTING,2
ENBREL,1821018177,340B SETTING,2
NEULASTA,1821018177,340B SETTING,2
ENBREL,1821019514,340B SETTING,2
PROLIA,1821019514,340B SETTING,2
ARANESP,1821020975,340B SETTING,2
MVASI,1821020975,340B SETTING,2
NEULASTA,1821020975,340B SETTING,2
NEUPOGEN,1821020975,340B SETTING,2
ARANESP,1821029463,340B SETTING,2
EPOGEN,1821029463,340B SETTING,2
KANJINTI,1821029463,340B SETTING,2
NEULASTA,1821029463,340B SETTING,2
PROLIA,1821029463,340B SETTING,2
MVASI,1821030107,340B SETTING,2
PROLIA,1821030107,340B SETTING,2
ARANESP,1821030362,340B SETTING,2
AVSOLA,1821030362,340B SETTING,2
ENBREL,1821030362,340B SETTING,2
KANJINTI,1821030362,340B SETTING,2
NEULASTA,1821030362,340B SETTING,2
NEUPOGEN,1821030362,340B SETTING,2
PROLIA,1821030362,340B SETTING,2
TEZSPIRE,1821030362,340B SETTING,2
KANJINTI,1821035775,340B SETTING,2
PROLIA,1821035775,340B SETTING,2
MVASI,1821035940,340B SETTING,2
NEUPOGEN,1821035940,340B SETTING,2
PROLIA,1821035940,340B SETTING,2
NEULASTA,1821038696,340B SETTING,2
PROLIA,1821038696,340B SETTING,2
NEUPOGEN,1821041237,340B SETTING,2
PROLIA,1821041237,340B SETTING,2
KANJINTI,1821043274,340B SETTING,2
MVASI,1821043274,340B SETTING,2
PROLIA,1821043365,340B SETTING,2
ARANESP,1821046749,340B SETTING,2
KANJINTI,1821047507,340B SETTING,2
ENBREL,1821049396,340B SETTING,2
NEULASTA,1821049396,340B SETTING,2
MVASI,1821055856,340B SETTING,2
PROLIA,1821055856,340B SETTING,2
RIABNI,1821055856,340B SETTING,2
ARANESP,1821056409,340B SETTING,2
NEULASTA,1821056409,340B SETTING,2
PROLIA,1821056409,340B SETTING,2
ENBREL,1821070061,340B SETTING,2
NEULASTA,1821070061,340B SETTING,2
NEUPOGEN,1821070061,340B SETTING,2
PROLIA,1821072281,340B SETTING,2
EPOGEN,1821087164,340B SETTING,2
NEULASTA,1821087164,340B SETTING,2
NEUPOGEN,1821087164,340B SETTING,2
EPOGEN,1821101676,340B SETTING,2
NEUPOGEN,1821101676,340B SETTING,2
TEZSPIRE,1821101676,340B SETTING,2
AVSOLA,1821113374,340B SETTING,2
PROLIA,1821113374,340B SETTING,2
NEULASTA,1821130071,340B SETTING,2
NEUPOGEN,1821130071,340B SETTING,2
PROLIA,1821135963,340B SETTING,2
AVSOLA,1821152588,340B SETTING,2
KANJINTI,1821152588,340B SETTING,2
PROLIA,1821152588,340B SETTING,2
PROLIA,1821164625,340B SETTING,2
ARANESP,1821170754,340B SETTING,2
PROLIA,1821170754,340B SETTING,2
ARANESP,1821176132,340B SETTING,2
AVSOLA,1821176132,340B SETTING,2
MVASI,1821176132,340B SETTING,2
NEULASTA,1821176132,340B SETTING,2
PROLIA,1821176132,340B SETTING,2
TEZSPIRE,1821176132,340B SETTING,2
AVSOLA,1821179656,340B SETTING,2
EPOGEN,1821179656,340B SETTING,2
NEULASTA,1821179656,340B SETTING,2
RIABNI,1821179656,340B SETTING,2
PROLIA,1821183518,340B SETTING,2
PROLIA,1821184359,340B SETTING,2
EPOGEN,1821184649,340B SETTING,2
MVASI,1821184649,340B SETTING,2
PROLIA,1821184649,340B SETTING,2
KANJINTI,1821187758,340B SETTING,2
NEULASTA,1821187758,340B SETTING,2
PROLIA,1821187758,340B SETTING,2
NEULASTA,1821189168,340B SETTING,2
PROLIA,1821189168,340B SETTING,2
KANJINTI,1821195520,340B SETTING,2
ARANESP,1821204652,340B SETTING,2
KANJINTI,1821204652,340B SETTING,2
PROLIA,1821206244,340B SETTING,2
AVSOLA,1821215013,340B SETTING,2
ENBREL,1821215013,340B SETTING,2
NEULASTA,1821215013,340B SETTING,2
EPOGEN,1821217324,340B SETTING,2
TEZSPIRE,1821217324,340B SETTING,2
PROLIA,1821237371,340B SETTING,2
ARANESP,1821240953,340B SETTING,2
KANJINTI,1821242371,340B SETTING,2
KANJINTI,1821252552,340B SETTING,2
MVASI,1821252552,340B SETTING,2
PROLIA,1821252552,340B SETTING,2
TEZSPIRE,1821252552,340B SETTING,2
TEZSPIRE,1821254129,340B SETTING,2
TEZSPIRE,1821258740,340B SETTING,2
ARANESP,1821259839,340B SETTING,2
KANJINTI,1821259839,340B SETTING,2
PROLIA,1821268228,340B SETTING,2
TEZSPIRE,1821269549,340B SETTING,2
ENBREL,1821278938,340B SETTING,2
NEUPOGEN,1821278938,340B SETTING,2
AVSOLA,1821280959,340B SETTING,2
ENBREL,1821280959,340B SETTING,2
MVASI,1821280959,340B SETTING,2
TEZSPIRE,1821280959,340B SETTING,2
ENBREL,1821287863,340B SETTING,2
NEULASTA,1821287863,340B SETTING,2
TEZSPIRE,1821287863,340B SETTING,2
KANJINTI,1821302001,340B SETTING,2
MVASI,1821302001,340B SETTING,2
NEULASTA,1821302001,340B SETTING,2
ARANESP,1821305434,340B SETTING,2
NEUPOGEN,1821305434,340B SETTING,2
ARANESP,1821305871,340B SETTING,2
ENBREL,1821305871,340B SETTING,2
NEULASTA,1821305871,340B SETTING,2
PROLIA,1821327636,340B SETTING,2
PROLIA,1821337148,340B SETTING,2
MVASI,1821342247,340B SETTING,2
MVASI,1821347717,340B SETTING,2
NEULASTA,1821347717,340B SETTING,2
PROLIA,1821347717,340B SETTING,2
PROLIA,1821371261,340B SETTING,2
ENBREL,1821380841,340B SETTING,2
MVASI,1821380841,340B SETTING,2
PROLIA,1821380841,340B SETTING,2
AVSOLA,1821384363,340B SETTING,2
KANJINTI,1821423591,340B SETTING,2
MVASI,1821423591,340B SETTING,2
NEUPOGEN,1821423591,340B SETTING,2
PROLIA,1821423591,340B SETTING,2
PROLIA,1821457300,340B SETTING,2
EPOGEN,1821460791,340B SETTING,2
KANJINTI,1821460791,340B SETTING,2
TEZSPIRE,1821460791,340B SETTING,2
ARANESP,1821462284,340B SETTING,2
ENBREL,1821462284,340B SETTING,2
NEULASTA,1821462284,340B SETTING,2
ARANESP,1821467515,340B SETTING,2
ENBREL,1821467911,340B SETTING,2
NEULASTA,1821467911,340B SETTING,2
NEUPOGEN,1821467911,340B SETTING,2
PROLIA,1821467911,340B SETTING,2
TEZSPIRE,1821467911,340B SETTING,2
PROLIA,1821468430,340B SETTING,2
PROLIA,1821468547,340B SETTING,2
MVASI,1821483033,340B SETTING,2
AVSOLA,1821489469,340B SETTING,2
PROLIA,1821489469,340B SETTING,2
ARANESP,1821502618,340B SETTING,2
NEUPOGEN,1821502618,340B SETTING,2
PROLIA,1821502618,340B SETTING,2
TEZSPIRE,1821502618,340B SETTING,2
ARANESP,1821542978,340B SETTING,2
MVASI,1821542978,340B SETTING,2
PROLIA,1821542978,340B SETTING,2
TEZSPIRE,1821542978,340B SETTING,2
PROLIA,1821545237,340B SETTING,2
ENBREL,1821548272,340B SETTING,2
PROLIA,1821554734,340B SETTING,2
ARANESP,1821576455,340B SETTING,2
KANJINTI,1821576455,340B SETTING,2
ARANESP,1821589938,340B SETTING,2
TEZSPIRE,1821589938,340B SETTING,2
ARANESP,1821609215,340B SETTING,2
NEULASTA,1821614785,340B SETTING,2
MVASI,1821632639,340B SETTING,2
PROLIA,1821632639,340B SETTING,2
PROLIA,1821648064,340B SETTING,2
NEULASTA,1821694092,340B SETTING,2
TEZSPIRE,1821694092,340B SETTING,2
PROLIA,1821718834,340B SETTING,2
ARANESP,1831102979,340B SETTING,2
AVSOLA,1831102979,340B SETTING,2
TEZSPIRE,1831102979,340B SETTING,2
ARANESP,1831104611,340B SETTING,2
MVASI,1831104611,340B SETTING,2
PROLIA,1831110873,340B SETTING,2
ARANESP,1831113182,340B SETTING,2
NEULASTA,1831113182,340B SETTING,2
PROLIA,1831113182,340B SETTING,2
ENBREL,1831113802,340B SETTING,2
ENBREL,1831116441,340B SETTING,2
KANJINTI,1831116441,340B SETTING,2
MVASI,1831116441,340B SETTING,2
NEULASTA,1831116441,340B SETTING,2
KANJINTI,1831122696,340B SETTING,2
AVSOLA,1831123090,340B SETTING,2
KANJINTI,1831123090,340B SETTING,2
PROLIA,1831123090,340B SETTING,2
RIABNI,1831123090,340B SETTING,2
TEZSPIRE,1831123090,340B SETTING,2
ARANESP,1831123728,340B SETTING,2
NEULASTA,1831123728,340B SETTING,2
PROLIA,1831123728,340B SETTING,2
EPOGEN,1831123868,340B SETTING,2
PROLIA,1831123868,340B SETTING,2
PROLIA,1831129568,340B SETTING,2
PROLIA,1831129683,340B SETTING,2
PROLIA,1831134030,340B SETTING,2
AVSOLA,1831137058,340B SETTING,2
ENBREL,1831137058,340B SETTING,2
EPOGEN,1831137058,340B SETTING,2
KANJINTI,1831137058,340B SETTING,2
ARANESP,1831139211,340B SETTING,2
PROLIA,1831139211,340B SETTING,2
NEUPOGEN,1831140243,340B SETTING,2
ARANESP,1831141415,340B SETTING,2
EPOGEN,1831141415,340B SETTING,2
PROLIA,1831141415,340B SETTING,2
NEULASTA,1831146968,340B SETTING,2
TEZSPIRE,1831146968,340B SETTING,2
ARANESP,1831149012,340B SETTING,2
KANJINTI,1831151083,340B SETTING,2
TEZSPIRE,1831151083,340B SETTING,2
NEULASTA,1831151257,340B SETTING,2
TEZSPIRE,1831151257,340B SETTING,2
KANJINTI,1831152594,340B SETTING,2
MVASI,1831152594,340B SETTING,2
TEZSPIRE,1831152594,340B SETTING,2
KANJINTI,1831154533,340B SETTING,2
NEULASTA,1831154533,340B SETTING,2
NEULASTA,1831157205,340B SETTING,2
TEZSPIRE,1831157205,340B SETTING,2
MVASI,1831158245,340B SETTING,2
PROLIA,1831158245,340B SETTING,2
MVASI,1831162023,340B SETTING,2
PROLIA,1831162023,340B SETTING,2
PROLIA,1831164615,340B SETTING,2
RIABNI,1831164615,340B SETTING,2
AVSOLA,1831164953,340B SETTING,2
ENBREL,1831173202,340B SETTING,2
NEULASTA,1831173202,340B SETTING,2
TEZSPIRE,1831173202,340B SETTING,2
ARANESP,1831173756,340B SETTING,2
ARANESP,1831177211,340B SETTING,2
PROLIA,1831180991,340B SETTING,2
EPOGEN,1831186808,340B SETTING,2
KANJINTI,1831186808,340B SETTING,2
NEUPOGEN,1831186808,340B SETTING,2
PROLIA,1831186808,340B SETTING,2
AVSOLA,1831195502,340B SETTING,2
ENBREL,1831195502,340B SETTING,2
MVASI,1831195502,340B SETTING,2
NEUPOGEN,1831195502,340B SETTING,2
TEZSPIRE,1831195502,340B SETTING,2
NEULASTA,1831198357,340B SETTING,2
NEUPOGEN,1831198357,340B SETTING,2
ARANESP,1831206259,340B SETTING,2
ENBREL,1831206259,340B SETTING,2
RIABNI,1831206259,340B SETTING,2
TEZSPIRE,1831206259,340B SETTING,2
ARANESP,1831208636,340B SETTING,2
PROLIA,1831208636,340B SETTING,2
ARANESP,1831214253,340B SETTING,2
NEULASTA,1831214253,340B SETTING,2
NEUPOGEN,1831214253,340B SETTING,2
ARANESP,1831220714,340B SETTING,2
AVSOLA,1831220714,340B SETTING,2
KANJINTI,1831220714,340B SETTING,2
KANJINTI,1831233287,340B SETTING,2
PROLIA,1831234558,340B SETTING,2
MVASI,1831236769,340B SETTING,2
PROLIA,1831238674,340B SETTING,2
KANJINTI,1831242114,340B SETTING,2
ARANESP,1831243930,340B SETTING,2
ENBREL,1831243930,340B SETTING,2
KANJINTI,1831243930,340B SETTING,2
PROLIA,1831253798,340B SETTING,2
ARANESP,1831255397,340B SETTING,2
NEULASTA,1831255397,340B SETTING,2
TEZSPIRE,1831255397,340B SETTING,2
MVASI,1831256114,340B SETTING,2
PROLIA,1831256320,340B SETTING,2
PROLIA,1831260280,340B SETTING,2
PROLIA,1831269539,340B SETTING,2
AVSOLA,1831274950,340B SETTING,2
MVASI,1831279587,340B SETTING,2
NEUPOGEN,1831285105,340B SETTING,2
PROLIA,1831285105,340B SETTING,2
ARANESP,1831290709,340B SETTING,2
AVSOLA,1831290709,340B SETTING,2
PROLIA,1831293984,340B SETTING,2
AVSOLA,1831297076,340B SETTING,2
TEZSPIRE,1831297076,340B SETTING,2
EPOGEN,1831299114,340B SETTING,2
KANJINTI,1831299114,340B SETTING,2
KANJINTI,1831318880,340B SETTING,2
TEZSPIRE,1831318880,340B SETTING,2
TEZSPIRE,1831334598,340B SETTING,2
ENBREL,1831339191,340B SETTING,2
ARANESP,1831352301,340B SETTING,2
AVSOLA,1831352301,340B SETTING,2
KANJINTI,1831352301,340B SETTING,2
NEULASTA,1831352301,340B SETTING,2
ARANESP,1831373653,340B SETTING,2
KANJINTI,1831373653,340B SETTING,2
KANJINTI,1831374362,340B SETTING,2
MVASI,1831374362,340B SETTING,2
KANJINTI,1831378207,340B SETTING,2
MVASI,1831378207,340B SETTING,2
NEUPOGEN,1831378207,340B SETTING,2
KANJINTI,1831380724,340B SETTING,2
MVASI,1831386382,340B SETTING,2
PROLIA,1831386382,340B SETTING,2
NEULASTA,1831391796,340B SETTING,2
AVSOLA,1831411289,340B SETTING,2
EPOGEN,1831414622,340B SETTING,2
TEZSPIRE,1831414622,340B SETTING,2
ENBREL,1831427558,340B SETTING,2
KANJINTI,1831427558,340B SETTING,2
MVASI,1831427558,340B SETTING,2
PROLIA,1831431030,340B SETTING,2
MVASI,1831433465,340B SETTING,2
ENBREL,1831457894,340B SETTING,2
NEULASTA,1831457894,340B SETTING,2
PROLIA,1831457894,340B SETTING,2
ARANESP,1831493998,340B SETTING,2
ARANESP,1831496629,340B SETTING,2
PROLIA,1831496629,340B SETTING,2
ARANESP,1831499276,340B SETTING,2
AVSOLA,1831499276,340B SETTING,2
PROLIA,1831499276,340B SETTING,2
ARANESP,1831502129,340B SETTING,2
KANJINTI,1831502129,340B SETTING,2
RIABNI,1831502129,340B SETTING,2
MVASI,1831511781,340B SETTING,2
NEUPOGEN,1831511781,340B SETTING,2
PROLIA,1831511781,340B SETTING,2
ARANESP,1831512359,340B SETTING,2
ENBREL,1831512359,340B SETTING,2
KANJINTI,1831534312,340B SETTING,2
NEULASTA,1831534312,340B SETTING,2
PROLIA,1831534312,340B SETTING,2
ARANESP,1831564772,340B SETTING,2
NEUPOGEN,1831564772,340B SETTING,2
EPOGEN,1831600295,340B SETTING,2
MVASI,1831600295,340B SETTING,2
NEULASTA,1831600295,340B SETTING,2
NEULASTA,1831620632,340B SETTING,2
ARANESP,1831626605,340B SETTING,2
TEZSPIRE,1831626605,340B SETTING,2
ARANESP,1831640275,340B SETTING,2
KANJINTI,1831640275,340B SETTING,2
PROLIA,1831641745,340B SETTING,2
ARANESP,1831673896,340B SETTING,2
MVASI,1831673896,340B SETTING,2
PROLIA,1114970407,340B SETTING,2
AVSOLA,1114970761,340B SETTING,2
PROLIA,1114974813,340B SETTING,2
AVSOLA,1114977048,340B SETTING,2
MVASI,1114979457,340B SETTING,2
PROLIA,1114979457,340B SETTING,2
KANJINTI,1114985702,340B SETTING,2
PROLIA,1114985702,340B SETTING,2
ARANESP,1114987054,340B SETTING,2
PROLIA,1114987054,340B SETTING,2
MVASI,1114996386,340B SETTING,2
ARANESP,1124005368,340B SETTING,2
NEULASTA,1124005368,340B SETTING,2
NEULASTA,1124006705,340B SETTING,2
ARANESP,1124009584,340B SETTING,2
KANJINTI,1124009584,340B SETTING,2
AVSOLA,1124009758,340B SETTING,2
NEUPOGEN,1124009758,340B SETTING,2
PROLIA,1124014261,340B SETTING,2
ARANESP,1124018031,340B SETTING,2
PROLIA,1124018031,340B SETTING,2
PROLIA,1124026489,340B SETTING,2
MVASI,1124028972,340B SETTING,2
